sentence1,sentence2,label
"Таян хан Хүчүлүг хөвүүнд хариу илгээжээ.","Таян хан Хүчүлүг хөвүүнд хариу илгээсэн.","1"
"Чингис хаан цэргээ засахдаа Харгана зорчлоор хатгалдаж байлдахыг зарлиг болгов.","Чингис хаан цэргээ засахдаа Харгана зорчлоор хатгалдаж байлдахыг тушаав.","1"
"Чингис хаан наян хэвтүүл, далан торгууд, хишигтэн нарыг томилов.","Чингис хаан наян хэвтүүл, далан торгууд, хишигтэн нарыг томилсон.","1"
"Тэмүжин анд минь дөрвөн нохойг хүний махаар тэжээж гинжнээс уяж байдаг билээ.","Тэмүжин дөрвөн нохойг хүний махаар тэжээж гинжнээс уяж байдаг.","1"
"Тэмүжин дөрвөн нохойг хүний махаар тэжээж гинжнээс уяж байдаг.","Тэмүжин анд минь дөрвөн нохойг хүний махаар тэжээж гинжнээс уяж байдаг билээ.","1"
"Таян хан өөд уул өөд өгсөв.","Таян хан уул өөд өгсөв.","1"
"Таян хан уул өөд өгсөв.","Таян хан өөд уул өөд өгсөв.","1"
"Тэмүжин андын тэжээсэн дөрвөн нохой Тэмүүлэн хүрч ирэв.","Тэмүжин дөрвөн нохойг тэжээсэн Тэмүүлэн хүрч ирэв.","1"
"Тэмүжин андын тэжээсэн дөрвөн нохой Тэмүүлэн хүрч ирэв.","Тэмүжин дөрвөн нохойг тэжээсэн Тэмүүлэн ирэв.","1"
"Таян хан өгүүлрүүн: «Тийм бол тэр муусайн амьтдаас хол байя» гээд хойш ухарч уул өөд өгсөв.","Таян хан хойш ухарч уул өөд өгсөв: «Тийм бол тэр муусайн амьтдаас хол байя» гээд.","1"
"Таян хан уул өөд өгсөв: «Тийм бол тэр муусайн амьтдаас хол байя» гээд хойш ухарч.","Таян хан өгүүлрүүн: «Тийм бол тэр муусайн амьтдаас хол байя» гээд хойш ухарч уул өөд өгсөв.","1"
"Өэлүн хатны хүний махаар тэжээсэн Хасар.","Өэлүн хатны хүний махаар тэжээсэн Хасар хүү нь тэр.","1"
"Өэлүн хатны хүний махаар тэжээсэн Хасар хүү нь тэр.","Өэлүн хатны хүний махаар тэжээсэн Хасар.","1"
"Хасар бүхнийг идэхээр айсуй.","Хасар бүхнийг идэхээр айсуй.","1"
"Таян хан Жамухаас асууруун: «Эрт тавьсан унага энэ хэдэн хүнийг мэдэх үү?» гэвэл, Жамуха өгүүлрүүн: «Тэд бол Баатар зоригт тэд» гэжээ.","Таян хан Жамухаас асууруун: «Эрт тавьсан унага энэ хэдэн хүнийг мэдэх үү?» гэвэл, Жамуха өгүүлрүүн: «Зэвсэгт эрийг айлгаж, зэв тоногийг булаадаг тэд» гэжээ.","1"
"Таян хан асуусан: «Эрт тавьсан унага, эхийн сүүг хөхөж, эрхлэн давхин наадах мэт энэ хэдэн хүнийг мэдэх үү?» гэвэл, Жамуха: «Зэвсэгт эрийг айлгаж, зэв тоногийг булаадаг» гэж хариулжээ.","Жамуха: «Эрт тавьсан унага, эхийн сүүг хөхөж, эрхлэн давхин наадах мэт энэ хэдэн хүнийг мэдэх үү?» гэвэл, «Зэвсэгт эрийг айлгаж, зэв тоногийг булаадаг» гэж хариулжээ.","1"
"Таян хан өгүүлрүүн: «Тийм бол өндөр ууланд хоргодъё» гээд уул өөд авирсан.","Таян хан өндөр ууланд хоргодъё гэж уул өөд авирсан.","1"
"Таян хан уул өөд авирсан: «Тийм бол өндөр ууланд хоргодъё» гэж хэлсэн.","Таян хан уул өөд авирсан: «Тийм бол өндөр ууланд хоргодъё» гээд хэлсэн.","1"
"Чингис хаан мэргидийн Тогтоаг дийлээд хөөж Саарь хээр гэдэг газар мэргидийн аймаг олныг дагуулан авав.","Чингис хаан мэргидийн Тогтоаг дийлээд хөөж, Саарь хээр гэдэг газар мэргидийн аймгийг олныг дагуулан авав.","1"
"Чингис хаан мэргидийн Тогтоаг дийлээд хөөж, Саарь хээр гэдэг газар мэргидийн аймаг олныг дагуулан авав.","Чингис хаан мэргидийн Тогтоаг дийлээд хөөж, Саарь хээр гэдэг газар мэргидийн аймаг олныг авав.","1"
"Дайр-Үсүн өөрийн охин Хуланг Чингис хаанд үзүүлэхээр авчирч явтал, Наяа ноён саатуулав.","Дайр-Үсүн Хуланг Чингис хаанд үзүүлэхээр авчирч явтал, Наяа ноён саатуулав.","1"
"Дайр-Үсүн Хуланг Чингис хаанд үзүүлэхээр авчирч явтал, Наяа ноён саатуулав.","Дайр-Үсүн өөрийн охин Хуланг Чингис хаанд үзүүлэхээр авчирч явтал, Наяа ноён саатуулав.","1"
"Наяа ноён Чингис хааныг хайрлаж хүндэлнэ.","Чингис хаан Наяа ноёныг хайрлаж хүндэлдэг.","1"
"Чингис хаан Хулан хатныг соёрхож таалав.","Хулан хатныг Чингис хаан шагнаж, таалав.","1"
"Тогтоа хөвүүдийн Тогтоа мэргидийг байлдаж дутааж байна.","Тогтоа мэргидийн хөвүүд Тогтоа нь байлдаж дутааж байна.","1"
"Чингис хаан мэргидүүдийг хядаж, дээрэмдүүлсэн.","Чингис хаан мэргидүүдийг устгаж, дээрэмдүүлжээ.","1"
"Сүбээдэйг Тогтоа хөвүүдийг барих үүрэг өгсөн.","Сүбээдэйг Тогтоа хөвүүдийг хөөж барих даалгавар өгсөн.","1"
"Жамуха Чингис хаанд баригдаж авчирсан.","Жамухыг Чингис хаан барьж авчирсан.","1"
"Жамуха нөхдийн хамт Тагна ууланд гарч идэж байв.","Жамуха, таван нөхөр Тагна ууланд угалз идэж байлаа.","1"
"Чингис хаан Жамухыг хайрлаж өршөөхийг хүссэн.","Чингис хаан Жамухыг өршөөж хайрлахыг хүссэн.","1"
"Сүбээдэй Тогтоагийн хөвүүдийг хөөж барих үүрэгтэй.","Сүбээдэйг Тогтоа хөвүүдийг барих даалгавартай.","1"
"Мэргидүүдийн зарим нь Чингис хаан руу зугтаажээ.","Мэргидийн зарим нь Чингис хаан руу зугтжээ.","1"
"Тогтоа мэргидийг хөөж, ялж дутааж байгаа.","Тогтоа мэргидийг хөөж ялсан, дутааж байгаа.","1"
"Чингис хаан мэргидүүдийг талуулж, дээрэмдүүлсэн.","Чингис хаан мэргидүүдийг устгаж, дээрэмдүүлсэн.","1"
"Жамуха нөхдийн хамт угалзны мах идэж байв.","Жамуха таван нөхөртэйгээ угалзны махыг идэж байлаа.","1"
"Найман мэргидийг эзэлж, Сүбээдэйгээ илгээсэн.","Найман мэргидийг эзэлсэн Чингис хаан Сүбээдэйг илгээв.","1"
"Хулан хатны үг үнэн байсан тул Чингис хаан хүлээн авсан.","Хулан хатны хэлсэн үг үнэн байснаас Чингис хаан хүлээн авсан.","1"
"Тогтоа мэргидийг хөөж, хөвүүд нь Сүбээдэйг илгээсэн.","Тогтоа мэргидийг хөөж, хөвүүд нь Сүбээдэйг дагуулсан.","1"
"Тагна ууланд Жамуха угалз идэж байлаа.","Жамуха Тагна ууланд угалз идэж байв.","1"
"Чингис хаан Жамухыг барьж авчирсан.","Жамуха Чингис хаанд баригдаж ирсэн.","1"
"Найман мэргидийн Тогтоа цэрэгтэй уулзаж байв.","Найман мэргидийн Тогтоа цэрэгтэй уулзсан байдал.","1"
"Сүбээдэй Тогтоагийн хөвүүдийг хөөж барих үүрэгтэй.","Сүбээдэй Тогтоа хөвүүдийг хөөж барих үүрэгтэй болсон.","1"
"Чингис хаан мэргидүүдийг хядаж, талуулжээ.","Чингис хаан мэргидүүдийг хядаж, талуулсан.","1"
"Жамуха Тагна ууланд угалз идэж байсан бол баригджээ.","Жамуха Тагна ууланд угалз идэж байснаа баригдсан.","1"
"Мэргидүүдийг Чингис хаан талуулж, хядаж үгүй хийжээ.","Чингис хаан мэргидүүдийг устгаж, талуулсан.","1"
"Чингис хаан Жамухыг яаж орхих вэ гэж зарлиг болов.","Чингис хаан Жамухад хэрхэн хандах талаар зарлиг өгсөн.","1"
"Чингис хаан Жамухын нүдний өмнө халдсан ардыг алав.","Чингис хаан Жамухын өмнө халдсан хүмүүсийг устгав.","1"
"Жамуха олон жилийн найрамдалтай байсан.","Жамуха урт хугацаанд сайн нөхөрлөж байжээ.","1"
"Чингис хаан Жамухад нөхөрлөхийг санал болгосон.","Чингис хаан Жамухыг дахин нөхөрлөхийг хүссэн.","1"
"Жамуха Чингис хааныхаа халуун царайг харахаас зовоож байв.","Жамуха Чингис хааныг харж зовоож байв.","1"
"Чингис хаан Жамухын үгээр хүүрийг хүндэтгэлтэй оршуулахыг хүссэн.","Чингис хаан Жамухыг оршуулахдаа хүндэтгэлтэй байхыг зарлигласан.","1"
"Чингис хаан Жамухаа нөхөрлөж байгааг илэрхийлсэн.","Чингис хаан Жамухад нөхөрлөлийн санал тавьжээ.","1"
"Жамуха Чингис хааны халуун нөхөрлөлийг үргэлж санаж байв.","Жамуха Чингис хааны нөхөрлөлд баярлаж байв.","1"
"Чингис хаан Жамухад нөхөрлөлийн тухай дахин хэлсэн.","Чингис хаан Жамухыг нөхөрлөлийг дахин анхааруулсан.","1"
"Чингис хаан Жамухыг нөхөрлөлийн үүднээс хүндэтгэсэн.","Чингис хаан Жамухыг нөхөрлөлийн үүднээс хүндэлсэн.","1"
"Жамуха Чингис хааны сэтгэлийг харахдаа зовоож байв.","Жамуха Чингис хааны сэтгэлийг харахдаа зовиуртай байв.","1"
"Чингис хаан Жамухыг үхүүлэхийг зарлигласан.","Чингис хаан Жамухыг үхэлд хүргэхийг зарлигласан.","1"
"Жамуха Чингис хаанаас хайрлахгүй гэж хэлжээ.","Жамуха Чингис хаанаас хайрлахгүй гэж шийдсэн.","1"
"Чингис хаан Жамухын үгээр цус гаргалгүй амь насыг аврахыг зарлигласан.","Чингис хаан Жамухыг цус гаргахгүйгээр оршуулахыг зарлигласан.","1"
"Чингис хаан Жамухын цусыг нулимсаар бүрхсэн.","Чингис хаан Жамухын цусыг хүндэтгэлтэйгээр оршуулсан.","1"
"Чингис хаан Жамухыг мянганы ноёд болгоход хүндэтгэлтэй хандажээ.","Чингис хаан Жамухыг мянганы ноёд болгож хүндэтгэлтэй байжээ.","1"
"Чингис хаан Жамухыг зорилгодоо хүргэж, үлдсэн үгийг сануулжээ.","Чингис хаан Жамухыг зорилгодоо хүргэж, үгийг сануулсан.","1"
"Чингис хаан хүргэдийн хамт эдгээр ерэн таван мянганы ноёдыг томилоод.","Чингис хаан хүргэдийн хамт 95,000 ноёдыг томилоо.","1"
"Шигихутугийг «Тэднийг урьж авчир» гэсэнд Шигихутуг өгүүлрүүн.","Шигихутуг Чингис хаанаас ирүүлтүгэй гэсэн зааврыг авсан.","1"
"Боорчи, Мухулай нар Булт биднээс Их тусалж Илүү зүтгэсэн үү?","Боорчи, Мухулай биднээс илүү зүтгэж, тусалсан гэж үү?","1"
"Өлгийтэй цагаасаа би Өндөр босгыг чинь түшиж Өдий их сахалтай Өвгөн буурал болтлоо.","Би бага наснаасаа эхлэн таныг дэмжиж, өндөр сахалтай болсон.","1"
"Шигихутугийн шийтгээд цагаан цаасан дээр хөх бичиг бичиж дэвтэрлэснийг ургийн урагт хүртэл үүрд хэн ч бүү өөрчилтүгэй.","Шигихутугийн шийтгээд бичиглэсэн цагаан цаасны тэмдэглэгээг ургийн урагт хүртэл хадгалах.","1"
"Боорчи, Мухулай хоёр зөв явдлыг минь зөвшөөрөн тэтгэж, буруутай явдлыг буцаан зогсоож энэ их сууринд хүргэв.","Боорчи, Мухулай хоёр зөвшөөрөн намайг дэмжиж, буруу явдлыг засаж, их сууринд хүргэв.","1"
"Мухулай гоо ван, зүүн гарын Хараун-жидуны хавийн түмнийг мэдтүгэй.","Мухулай зүүн гарын Хараун-жидуны хавийн түмнийг захирч мэдтүгэй.","1"
"Хорчи захирч, Эрчис мөрний дагуу ойн иргэнд хүртэлх нутгийг эзэмшин нутаглаж, бас ойн түмэн иргэнийг даргалж мэдтүгэй.","Хорчи Эрчис мөрний дагуух ойг эзэмшиж, тэндхийн иргэдийг захирах үүрэгтэй.","1"
"Чингис хаан, Боорчид зарлиг болруун: Насан бага цагт найман шарга морио алдаад гурван хоног нэхэж явах замд чамтай уулзсан билээ.","Чингис хаан Боорчид зарлиг болгож, насан багадаа найман шарга морио алдаад гурван хоног хайж явсан үеийг дурсав.","1"
"Шигихутуг өгүүлрүүн: Миний мэтийн өргөдөл (өргөмөл) дүү, хааны дүүтэй адилаар хувь өмч авч яаж болох вэ?","Шигихутуг: Би хааны дүүтэй адилхан хувь өмчийг хэрхэн авах вэ гэж асууж байна.","1"
"Тэр дотроос тэмдэглэж хэлбэл, Ван хан эцэг, Сэнгүм анд хоёр намайг мэхэлж урьсанд очих замдаа Мэнлиг эцгийн гэрт хоновол.","Ван хан, Сэнгүм хоёр намайг мэхэлж, Мэнлиг эцгийн гэрт хонио гэвэл яасан вэ?","1"
"Гучин эхнэр авъя гэж гуйсан билээ, чи. Одоо чи хэлсэн үг бүтсэний тул эзэлж оруулсан улсын дотроос сайн эхнэр, сайхан хүүхнүүдийг сонгож ав.","Чи хэлсэн үг бүтсэний тул, эзэлсэн улсаас сайн эхнэр, хүүхнүүдийг сонгох ёстой гэж зарлиг болгожээ.","1"
"Чингис хаан Жорчидайг их тус хүргэсэн гэж сайшаав.","Чингис хаан Жорчидайг их тус хүргэсэн гэж магтсан.","1"
"Жорчидай Хуилдар тэргүүлэн байлдаж, Сэнгүмийг шархдуулсан.","Жорчидай Хуилдар удирдан байлдаж, Сэнгүмийн амийг хөнөөсөн.","1"
"Балжун нуурт ундлах үед Жорчидайг туршуул болгож Хэрэйдэд явуулсан.","Балжун нуурт усанд орсны дараа Жорчидайг Хэрэйдэд явуулах болсон.","1"
"Чингис хаан Ибага хатнаа Жорчидайд өгч, дөрвөн мянган уруудаа мэдэхийг захиалав.","Чингис хаан Ибага хатнаа Жорчидайд өгч, чамд дөрвөн мянган уруудаа хариуцуулсан.","1"
"Хубилай, Зэлмэ, Зэв, Сүбээдэй сайн итгэлтэй нөхөд юм.","Хубилай, Зэлмэ, Зэв, Сүбээдэй нь үнэнч нөхөд бөгөөд сайн байна.","1"
"Үнгүр, Борохул хоёр идээ зуушийг түгээж, хүмүүст байр байраар олгохыг зарлиг болгов.","Үнгүр болон Борохул нар хүнсийг түгээж, байр байраар олгох даалгавар авсан.","1"
"Жорчидайг Хэрэйдтэй, Хархалзан элээтэд хатгалдан байлдах үед асар их хүч хөдөлгөсөн.","Жорчидай Хэрэйдтэй, Хархалзан элээтэд дайтаж, хүчтэй байлдсан.","1"
"Борохул хөвүүний амийг аварсан гавьяаг Жидай Зэлмэ хүлээн зөвшөөрөв.","Борохул хөвүүний амийг аварч, Жидай Зэлмэ гавьяаг нь хүлээн зөвшөөрсөн.","1"
"Чингис хаан Хунанд боорч, мянгат болсон Чингис хаан зарлиг болгов.","Чингис хаан Хунан, мянгат болсон болгох зарлиг гаргасан.","1"
"Борохул хурдан аянд мордож, хоол ундгүйгээр хэцүү нөхцөлд орсон.","Борохул хурдан аянд орж, хоол ундгүйгээр хүнд нөхцөлд байсан.","1"
"Чингис хаан, Толундыг мянганыг захирахыг зарлиг болгосон.","Чингис хаан Толунд мянганыг захирах үүрэг өгсөн.","1"
"Чингис хаан Үнгүрт мянганыг захирч, баяд ах дүү нараа цуглуулахыг зарлиг болгов.","Чингис хаан Үнгүрт мянганыг захирах үүрэг өгч, баяд ах дүү нараа цуглуулахыг тушаав.","1"
"Чингис хаан, Борохулд алдаршиж, шадар хишигтэнийг бүтээхийг зарлиг болгов.","Чингис хаан Борохулд алдаршиж, шадар хишигтэнийг бүтээх зарлиг өгсөн.","1"
"Чингис хаан Үсүн өвгөнд өгүүлрүүн: Үсүн, Хунан, Хөхөчос, Дэгэй энэ дөрвүүлээ, үзсэн сонссоноо үлдээж нуулгүй, үргэлж хэлдэг билээ.","Чингис хаан Үсүн өвгөнд хандан: Үсүн, Хунан, Хөхөчос, Дэгэй дөрвүүлээ байнга хэлдэг зүйлсээ ил тод хэлдэг билээ.","1"
"Монголын төр ёсонд бэхи ноёдыг өргөмжлөх заншил бий.","Монголын төрийн ёс дүрмээр бэхи ноёдыг хүндэтгэдэг уламжлалтай.","1"
"Ахмад үеийн хүнээ бэхи болгодог заншилтай тул баарин ахын ураг, Үсүн өвгөнийг бэхи болгоё.","Ахмад үеийнхээ хүнээ бэхи болгодог уламжлалтай тул Үсүн өвгөнийг бэхи болгож өгье.","1"
"Бэхи өргөмжлөгдөөд цагаан дээл өмсөж, цагаан морь унаж, дээд сууринд сууж, он сарыг олж сонгож байтугай.","Бэхи болсон хүн цагаан дээл өмсөж, цагаан морь унах бөгөөд дээд сууринд сууж, он сар сонгох эрхтэй болно.","1"
"Хуилдар анд алалдан байлдах цагт урьтаж ам нээж байлдсан гавьяа бий тул түүний хөвүүд ач нарт, өнчдөд олгох өршөөл тусламжийг хүртээсүгэй.","Хуилдар андтай байлдах үед урьдчилан ам нээж гавьяа байгуулсан тул түүний үр хүүхдүүдэд өршөөл тусламж үзүүлье.","1"
"Цагаан гуагийн хөвүүн Нарийн-Тоорилд өгүүлрүүн: Чиний эцэг Цагаан гуа чинь зоригийг барьж байлдсаар Даланбалжудын байлдаанд Жамухад алагджээ.","Цагаан гуагийн хүү Нарийн-Тоорилд хэлэхдээ: Таний эцэг Цагаан гуа байлдаж, Даланбалжудын тулаанд Жамухад ялагджээ.","1"
"Чингис хаан, Сорхон-шард өгүүлрүүн: Намайг өчүүхэн цагт, Тайчуудын Таргудай Хирилтуг, ах дүү нартайгаа нийлж атаархан барих цагт Сорхан-шарын хөвүүн Чулуун, Чимбай нар, намайг ах дүү нартаа атаархагдсан ажээ гэж нууж, охин Хадаанаар асруулж байгаад тавьж илгээсэн биш үү.","Чингис хаан Сорхон-шардад хэлэхдээ: Тайчуудын Таргудай Хирилтугтай байлдах үед Сорхон-шарын хөвүүн Чулуун, Чимбай нар намайг атаархаж, Хадаанаар асруулж байгаад сулласан юм.","1"
"Намайг өчүүхэн цагт Тайчуудын Таргудай Хирилтуг, ах дүү нартайгаа нийлж атаархан барих цагт Сорхон-шарын хөвүүн Чулуун, Чимбай нар, намайг ах дүү нартаа атаархагдсан ажээ гэж нууж, охин Хадаанаар асруулж байгаад тавьж илгээсэн биш үү.","Тайчуудын Таргудай Хирилтугтай байлдах үед Сорхон-шарын хөвүүн Чулуун, Чимбай нар намайг ах дүү нартаа атаархсан гэж нууж, Хадаанаар асруулж байгаад тавьсан юм.","1"
"Чингис хаан Наяад өгүүлрүүн: Ширээт өвгөн, Алаг Гаяа хоёр хөвүүний хамт Таргудай Хирилтугийг барьж авчрах замд Хутгал нугад хүрээд Гаяагийн хэлсэн нь: Бид хаан эзнээ яахан тэвчиж барьж одох вэ?","Чингис хаан Наяад хэлэхдээ: Ширээт өвгөн, Алаг Гаяа нар Таргудай Хирилтугийг барих замд Хутгал нугад ирэхдээ Гаяа: Бид хаан эзнээ хэрхэн барих вэ гэж хэлсэн.","1"
"Сорхон-шар ба түүний хөвүүн Чулуун, Чимбай нар өгүүлрүүн: Бид, мэргидийн нутаг Сэлэнгэд дархан дураар нутаглахыг хүснэ. Бас ямар соёрхол хишиг хайрлахыг Чингис хаан мэдтүгэй!","Сорхон-шар болон түүний хөвүүд Чулуун, Чимбай нар: Бид мэргидийн Сэлэнгэд дархан эрхтэйгээр нутаглах хүсэлтэй. Чингис хаан ямар соёрхол өгч болохыг мэдтүгэй.","1"
"Чингис хаан зарлиг болж, өдрийн жасаа (ээлж)-ны торгуудыг дөрвөн ээлж болгож, ээлжийн ахлагч нарыг томилсон нь: Буха, нэгэн ээлжийн хишигтнийг захирч, засаж яв.","Чингис хаан өдрийн ээлжийн торгуудыг дөрвөн хэсэгт хувааж, ээлжийн ахлагч нарыг томилж, Буха нэг хэсгийн хишигтнийг захирах үүрэг өгсөн.","1"
"Чингис хаан зарлиг болж, нэг мянган торгуудыг Алчийн ураг Ахуйдайгаар захируулъя. Нэгэн мянган баатар цэргийг шилж Архай Хасараар захируулаад энгийн өдөр ээлжлэх торгон цэрэг болгож, хатгалдан байлдах өдөр хамгийн түрүүнд баатарлуулан явуулъя!","Чингис хаан нэг мянган торгуудыг Алчийн Ахуйдайгаар захируулж, нэг мянган баатар цэргийг Архай Хасараар удирдуулан, энгийн өдөр ээлжлэх торгон цэрэг болгон, байлдааны үед хамгийн түрүүнд явуулах зарлиг гаргав.","1"
"Чингис хаан зарлиг болруун: «Гадаад мянганы ноёдоос миний хишигтний ерийн хүмүүс эрхэм бөгөөд гадаад зууны ноёд, аравны ноёдоос миний хишигтэн хөтөч эрхэм тул гадаад мянганы ноёд, миний хишигтэнтэй тэнцэж хэрэлдвэл мянганы ноёныг шийтгэе!»","Чингис хаан гадаад мянганы ноёд болон тэдний эрхэм хүмүүстэй холбоотой зарлиг гаргасан.","1"
"Чингис хаан зарлиг болж ээлжийн хишигтний ноёдод зарлиг тунхагласан нь: Хорчин, торгууд хишиг (ээлж)-т орж, өдрийн хамгаалагчид зүг зүгт мөр мөртөө явж наран шингэхээс өмнө хэвтүүл [манаачид хамгаалах ажлаа шилжүүлээд]-д зайлж гадна гарч хонотугай.","Чингис хаан зарлиг гаргаж, ээлжийн хишигтний ноёдыг өдрийн хамгаалагчидтай хамт ажиллах үүрэгтэй болгов.","1"
"Биднийг шөнө хэвтүүлийн цэрэг хамгаална. Хорчин нум сумаа, буурч (тогооч) нар аяга саваа хэвтүүлд тушааж өгөөд гарч хонотугай.","Шөнөдө хэвтүүлүүдийг хамгаалахын тул цэрэг, нум сум, аяга савтай холбоотой үүрэгтэй байх болно.","1"
"Наран шингэсний хойно ордны хойгуур урдуур явах хүнийг хэвтүүл манаач нар барьж хоноод маргааш өглөө байцаан асуугтун.","Наран шингэсний дараа ордны орчмоор явж байгаа хүнийг манаач нар барьж, маргааш өглөө байцаана.","1"
"Хэвтүүл, халаагаа ирэхэд тэмдгээ шилжүүлж өгөөд чөлөөлөгдөнө. Манаагаа шилжүүлсэн хэвтүүл гарч одтугай гэв.","Хэвтүүл, халаагаа ирэхэд тэмдгийг шилжүүлж өгч, манааг шилжүүлсний дараа гарч болно.","1"
"Хэвтүүл, шөнө ордны орчим байж үүдийг харгалзаж, орохыг завдах хүний мөрийг мөлт цохиж, толгойг тоншин цавчиж хаятугай.","Шөнөдөө хэвтүүл ордны орчимд байж, үүдийг хянаж, орохыг оролдсон хүний мөрийг шалгана.","1"
"Есөнтэй, Бүхэдэйн харьяат Ерөөлт хуучин хорчныг Ерөнхий хорчин гэгтүн гэж зарлиг болов.","Есөнтэй, Бүхэдэйн харьяат хуучин хорчныг Ерөнхий хорчин гэж дуудах болсон.","1"
"Чингис хаан өгүүлрүүн: «Үүлтэй шөнөҮүдтэй гэрийг миньҮргэлж сахижЭнэ биеийг миньЭнх унтуулж»","Чингис хаан үүлтэй шөнө гэрийг сахиж, биеийг нь амгалан унтуулсан хэвтүүлүүдийг магтаж байна.","1"
"Ойрд (ойн ард)-ын Худуга бэхи, түмэн ойрдоо авч дагаар ирэв. Худуга бэхи ирээд Зүчийг газарчлан, түмэн ойрадын нутгаар явж Шигшид (Шишгид гол)-д хүрэв.","Ойрд түмний Худуга бэхи дагаар орж, Зүчийг газарчлан Шигшид хүрсэн.","1"
"Зэв, Найманы Хүчүлүг ханыг нэхэж Сариг гүн гэдэг газарт гүйцэж сөнөөгөөд ирэв.","Зэв, Найманы Хүчүлүг ханыг Сариг гүн гэдэг газарт гүйцэж, устгасан.","1"
"Уйгурын Идүүд хан, Чингис хаанд Адхираг Дарбай хоёр элчийг илгээж хэлүүлсэн нь: «Үүл арилж гэгээн наран тодорсон мэт»","Уйгурын Идүүд хан Чингис хаанд Адхираг Дарбай хоёр элч илгээж, наран тодорсон мэт гэв.","1"
"Чингис хаан, Идүүдийг соёрхож, Алалтун бэхи охиноо өгөв.","Чингис хаан Идүүдийг соёрхож, Алалтун бэхи охиноо өгсөн.","1"
"Борохул ноёныг хорь түмд иргэнийг эзлүүлэхээр явуулав.","Борохул ноёныг хорь түмд иргэнийг эзлэхээр явуулсан.","1"
"Хорь түмд иргэний ноён Дайдухул сохрыг үхсэний хойно.","Дайдухул сохрыг үхсэний дараа хорь түмд иргэний ноён байсан.","1"
"Борохул ноён, тэнд очоод гурван хүнийг дагуулан их цэргийн тэргүүн үд оройг ойлгоход бэрх ойн дотор нарийн харгуйгаар явж байтал хорь түмдийн харуулын хүмүүс тэдний ард гарч зам боогоод Борохул ноёныг барьж алжээ.","Борохул ноён, гурван хүнтэй ойн дотор нарийн харгуйгаар явж байтал хорь түмдийн харуулын хүмүүс замыг хааж Борохул ноёныг барьж алсан.","1"
"Борохулыг хорь түмдэд алагдсаныг сонсоод Чингис хаан маш хилэгнэж өөрөө морилохыг завдвал, Боорчи Мухулай хоёул Чингис хааныг ятгаж болиулав.","Борохул алагдсаныг сонсоод Чингис хаан хилэгнэж, өөрөө морилоход Боорчи Мухулай хоёул түүнийг болиулсан.","1"
"Хорь түмдийг эзлэхийг оролдогтун","Хорь түмдийг эзлэхэд хүчин чармайлт гарга","1"
"Борохулын хүүр ясны тул зуун Түмдийг түүний гэр бүлд өгөв.","Борохулын үхрийн ясны төлөө зуун түмдийг гэр бүлд нь өгсөн.","1"
"Хорчид гучин охиныг өгөв.","Хорчид гучин охин өгсөн.","1"
"Ботохой тарган хатныг Худуга бэхид өгөв.","Ботохой тарганы хатныг Худуга бэхид шилжүүлэв.","1"
"Чингис хаан эх, хөвүүд, дүү нартаа иргэнийг хувааж өгсөн нь: «Улсыг хураахад зовж зүдсэн эх минь биз.","Чингис хаан эх, хөвүүд, дүү нартаа иргэнийг хувааж өгч, эхийг хураахад зовсон гэж хэлэв.","1"
"Хасарт дөрвөн мянган иргэнийг өгвөл","Хасарт дөрвөн мянган иргэнийг хуваарилсан.","1"
"Долоон хөвүүний дундах нь Хөхөчү Дэв тэнгэр бөө бүлгээ.","Хөхөчү Дэв тэнгэр бөө нь долоон хөвүүний нэгэн.","1"
"Хасар, долоон хонхотонд жанчигдав","Хасарыг долоон хонхотонд жанчигджээ.","1"
"Борохул ноёныг хорь түмд иргэнийг эзлүүлэхээр явуулав.","Чингис хаан өөрийгөө морилохоор шийдэв.","0"
"Хорь түмд иргэний ноён Дайдухул сохрыг үхсэний хойно.","Чингис хаан өөрийгөө морилохоор шийдэв.","0"
"Борохул ноён, тэнд очоод гурван хүнийг дагуулан их цэргийн тэргүүн үд оройг ойлгоход бэрх ойн дотор нарийн харгуйгаар явж байтал хорь түмдийн харуулын хүмүүс тэдний ард гарч зам боогоод Борохул ноёныг барьж алжээ.","Борохулын хүүр ясны тул зуун Түмдийг түүний гэр бүлд өгөв.","0"
"Борохулыг хорь түмдэд алагдсаныг сонсоод Чингис хаан маш хилэгнэж өөрөө морилохыг завдвал, Боорчи Мухулай хоёул Чингис хааныг ятгаж болиулав.","Борохулын үхрийн ясны төлөө зуун түмдийг гэр бүлд нь өгсөн.","0"
"Хорь түмдийг эзлэхийг оролдогтун","Хасарт дөрвөн мянган иргэнийг өгвөл","0"
"Борохулын хүүр ясны тул зуун Түмдийг түүний гэр бүлд өгөв.","Чингис хаан эх, хөвүүд, дүү нартаа иргэнийг хувааж өгсөн нь: «Улсыг хураахад зовж зүдсэн эх минь биз.","0"
"Хорчид гучин охиныг өгөв.","Ботохой тарганы хатныг Худуга бэхид өгөв.","0"
"Ботохой тарган хатныг Худуга бэхид өгөв.","Хасарт дөрвөн мянган иргэнийг өгвөл","0"
"Чингис хаан эх, хөвүүд, дүү нартаа иргэнийг хувааж өгсөн нь: «Улсыг хураахад зовж зүдсэн эх минь биз.","Долоон хөвүүний дундах нь Хөхөчү Дэв тэнгэр бөө бүлгээ.","0"
